year_month;cloud_provider;account_id;environment;total_list_cost;total_net_cost;total_on_demand_cost;total_amortized_cost;total_forecast_monthly_cost;total_budget_amount;avg_budget_utilization_pct;avg_cost_variance_7d_pct;avg_cost_variance_30d_pct;anomaly_count;row_count
2023-04;GCP;acct-003;prod;10.969.305;8.504.998;3.068.617;7.382.005;34.557.685;5078835.17;0.0007040404040404041;0.07826767676767676;0.05257373737373737;0;99
2023-04;GCP;acct-003;staging;2.275.972;1.794.685;820.662;1.558.081;5.903.281.000.000.000;705307.39;0.0008586956521739131;0.0655195652173913;0.1074891304347826;0;46
2023-04;GCP;acct-004;dev;923.768;746.865;567.778;691.668;3.996.594;229422.8;0.001713793103448276;0.07380689655172414;0.10886206896551724;0;29
2023-04;GCP;acct-004;prod;8.590.616;6.705.568;2.560.295;5.828.672;21.576.124.999.999.900;3770626.81;0.0005743243243243243;0.048806756756756754;0.07731081081081081;0;74
2023-04;GCP;acct-004;staging;2.826.918;2.181.512;1.181.814;1.880.819;9.307.791;781047.56;0.001204;0.05965;0.118598;0;50
2023-04;GCP;acct-005;dev;758.494;588.547;433.537;535.398;2.860.482;214389.43;0.0013538461538461538;0.03419615384615385;0.0009000000000000055;0;26
2023-04;GCP;acct-005;prod;10.100.755;7.908.495;2.592.858;6.794.216;32.323.529;4720263.81;0.0006782608695652173;0.07505978260869565;0.06662282608695652;0;92
2023-04;GCP;acct-005;staging;2.163.725;1.710.175;921.994;1.498.819;9.466.291;657750.42;0.001455813953488372;0.08008139534883721;0.054223255813953486;0;43
2023-04;GCP;acct-006;dev;57.231.700.000.000.000;428.474;30.381.800.000.000.000;394.004;1.438.185;146533.0;0.0009444444444444445;0.0695111111111111;-0.011644444444444445;0;18
2023-04;GCP;acct-006;prod;9.846.033;7.712.764.999.999.990;2.602.157;6.660.961;32.343.143;4479731.19;0.0007149425287356322;0.05933793103448276;0.06035057471264368;0;87
2023-04;GCP;acct-006;staging;16.335.229.999.999.900;1.295.273;633.412;1.137.946;559.363;347957.24;0.0016695652173913044;0.012917391304347827;0.09779565217391303;0;23
2023-04;GCP;acct-007;dev;592.809;496.403;347.382;450.696;2.702.233;164793.14;0.00162;0.078825;0.058055;0;20
2023-04;GCP;acct-007;prod;9.014.443;6.976.924;2.759.623;6.087.265;20.860.611;4354660.53;0.00048823529411764707;0.01991176470588235;0.0033423529411764695;0;85
2023-04;GCP;acct-007;staging;2.308.193;1.855.524;962.299;1.617.968;5.788.618;631716.5;0.0009390243902439024;0.05973170731707317;0.019987804878048777;0;41
2023-04;GCP;acct-008;dev;635.274;510.424;366.041;462.451;2.730.933;136630.7;0.0021;-0.0010941176470588255;0.017864705882352946;0;17
2023-04;GCP;acct-008;prod;11.960.178;9.324.406;3.144.248;7.970.308;31.612.676;5424035.48;0.0005792452830188679;0.059183018867924535;0.08082452830188679;0;106
2023-04;GCP;acct-008;staging;2.390.069;1.855.266;971.955;1.665.266;562.823;579447.41;0.0010263157894736842;-0.011557894736842106;0.04791052631578947;0;38
2023-04;GCP;acct-009;dev;806.237;588.666;429.709;530.618;1.819.717;197741.85;0.0009166666666666666;0.04571666666666666;0.047412499999999996;0;24
2023-04;GCP;acct-009;prod;10.801.196;8.351.892;3.244.603;7.230.704.000.000.000;31.692.761;4970766.37;0.0006377551020408163;0.02498469387755102;0.04110204081632653;0;98
2023-04;GCP;acct-009;staging;2.191.244;1.670.221;850.298;1.468.002;707.139;554539.22;0.0012333333333333335;0.009572222222222223;0.09132777777777779;0;36
2023-04;GCP;acct-010;dev;499.534;401.992;309.976;380.336;649.305;147113.3;0.0004526315789473684;-0.014394736842105267;-0.01227894736842105;0;19
2023-04;GCP;acct-010;prod;9.503.129;7.358.902;2.803.379;6.401.642;31.606.292;4590523.54;0.0006943820224719101;0.02681011235955056;0.03501573033707865;0;89
2023-04;GCP;acct-010;staging;2.026.259;1.575.272;820.829;1.405.235;4.917.519;582466.45;0.0008578947368421052;0.06167105263157894;0.09371052631578947;0;38
2023-05;AWS;acct-001;dev;1.123.406;885.994;680.286;817.639;2.626.444;256050.18;0.0010193548387096775;0.06550967741935484;0.021703225806451613;0;31
2023-05;AWS;acct-001;prod;12.999.504;10.180.408;3.919.029;8.903.334;4.236.349;5274265.84;0.0008211538461538462;0.045632692307692305;0.06476634615384615;0;104
2023-05;AWS;acct-001;staging;2.227.479;1.718.896;881.992;1.548.179;6.365.722.000.000.000;47.259.508.999.999.900;0.0013322580645161292;0.04405483870967742;-0.039912903225806456;0;31
2023-05;AWS;acct-002;dev;1.105.931;850.476;618.615;77.666;2.351.743;221106.35;0.001096153846153846;0.007192307692307693;0.06686153846153846;0;26
2023-05;AWS;acct-002;prod;11.300.251;8.708.949;2.864.606;7.515.818;33.035.714;4923004.43;0.0006718750000000001;0.08711562499999999;0.07396875;0;96
2023-05;AWS;acct-002;staging;2.170.496;169.172;930.016;1.465.371;671.511;614371.79;0.0011256410256410255;0.06113589743589744;0.08195128205128205;0;39
2023-05;AWS;acct-003;dev;1.078.243;843.876;628.702;764.619;3.131.393;239417.94;0.0013533333333333333;0.02831;0.08643333333333333;0;30
2023-05;AWS;acct-003;prod;11.522.255;9.089.779;2.973.265;7.740.831;27.329.811;4843622.1;0.0005589473684210526;0.08698736842105263;0.022577894736842102;0;95
2023-05;AWS;acct-003;staging;1.935.994;1.513.745;678.703;1.324.485;7.873.265;567087.42;0.0014351351351351352;0.03212432432432432;0.06678108108108108;0;37
2023-05;AWS;acct-004;dev;110.53;86.08;639.632;789.226;6.156.962;253385.93;0.0024733333333333335;0.02088;0.051993333333333336;0;30
2023-05;AWS;acct-004;prod;11.241.486;884.382;2.829.287;7.490.778;33.841.106;4796830.26;0.0007279569892473118;0.06973118279569893;-3,23E+10;0;93
2023-05;AWS;acct-004;staging;1.570.169;1.221.946;673.911;1.043.517;4.922.613;495739.05;0.0010375;0.048812499999999995;0.13273125;0;32
2023-05;AWS;acct-005;dev;716.899;579.546;432.873;531.489;2.260.779;152452.37;0.0015105263157894737;0.07840526315789474;0.10098421052631579;0;19
2023-05;AWS;acct-005;prod;1.317.692;10.276.571;3.466.367;8.755.397;44.744.387;5225145.27;0.000888235294117647;0.05733627450980392;0.04480196078431373;0;102
2023-05;AWS;acct-005;staging;2.517.773;19.175.990.000.000.000;1.060.338;1.666.585;10.850.719;640863.15;0.0017976190476190475;-0.01998809523809524;-0.03658095238095238;0;42
2023-05;AWS;acct-006;dev;913.654;755.149;556.143;6.960.390.000.000.000;2.671.924;16.985.411.000.000.000;0.0016761904761904763;-0.0007190476190476138;-0.00913809523809524;0;21
2023-05;AWS;acct-006;prod;10.654.121;8.270.360.000.000.000;3.225.053;7.169.544;28.914.481;4284950.21;0.0006734939759036145;0.0692722891566265;0.0576132530120482;0;83
2023-05;AWS;acct-006;staging;2.716.614;2.087.666;1.140.993;1.843.547;767.486;720409.06;0.001078723404255319;0.04062978723404255;0.002568085106382983;0;47
2023-05;AWS;acct-007;dev;874.954;7.241.080.000.000.000;532.636;6.628.529.999.999.990;2.431.549;202658.69;0.001196;0.095736;0.039968;0;25
2023-05;AWS;acct-007;prod;9.339.317;7.204.704;2.437.453;6.186.333;38.484.145;4276986.89;0.0008963855421686746;0.018614457831325305;0.024049397590361444;0;83
2023-05;AWS;acct-007;staging;392.846;3.162.034;1.748.059;2.796.055;11.211.402;919351.63;0.00121;0.04222;0.09219666666666668;0;60
2023-05;AWS;acct-008;dev;944.222;774.215;582.087;696.176;2.944.847;168790.75;0.0016714285714285713;-0.020114285714285713;-0.01624285714285715;0;21
2023-05;AWS;acct-008;prod;12.009.154;9.297.871;2.914.025;7.957.505;36.323.964;5030949.31;0.0007428571428571429;0.06737244897959184;0.0701826530612245;0;98
2023-05;AWS;acct-008;staging;1.874.289;1.416.207;782.025;1.237.685;5.210.494;555192.9;0.0009342857142857143;0.08872285714285713;0.03941714285714285;0;35
2023-05;AWS;acct-009;dev;61.688;485.044;378.012;460.684;209.964;173792.76;0.0010954545454545453;0.01185;0.06450454545454545;0;22
2023-05;AWS;acct-009;prod;10.900.546;8.458.745;2.958.123;7.296.805;21.555.219;4863610.04;0.000446875;0.048272916666666665;0.04147916666666667;0;96
2023-05;AWS;acct-009;staging;1.950.191;1.524.338;849.318;1.362.469;10.552.613;462019.52;0.002264516129032258;0.0673741935483871;0.019187096774193543;0;31
2023-05;AWS;acct-010;dev;92.813;714.527;544.662;645.456;2.099.463;209830.28;0.00102;0.0718;0.061372;0;25
2023-05;AWS;acct-010;prod;11.543.598;8.938.068;2.814.331;7.599.231;43.446.355;4820377.05;0.0009042553191489362;0.04848829787234043;0.06438936170212765;0;94
2023-05;AWS;acct-010;staging;125.543;948.835;558.155;849.512;44.382.300.000.000.000;332693.28;0.0013954545454545454;0.05812272727272727;-0.09077727272727273;0;22
2023-05;Azure;acct-001;dev;1.025.107;799.356;618.304;737.867;3.166.682;26.008.530.000.000.000;0.001229032258064516;0.07002903225806452;0.06743870967741934;0;31
2023-05;Azure;acct-001;prod;9.772.631;7.783.548;2.807.947;671.913;41.249.912;4438737.19;0.0009206896551724139;0.03351494252873563;0.03014022988505747;0;87
2023-05;Azure;acct-001;staging;1.534.562;1.220.827;558.908;1.041.078;376.69;476923.14;0.000796774193548387;0.021306451612903225;0.05137096774193549;0;31
2023-05;Azure;acct-002;dev;87.541;660.091;484.279;612.859;1.654.006;193449.1;0.0008652173913043479;0.01150869565217391;0.0808695652173913;0;23
2023-05;Azure;acct-002;prod;12.161.969;928.697;3.589.493;8.042.046;38.091.674.000.000.000;5006935.33;0.0007597938144329897;0.034529896907216494;0.029934020618556705;0;97
2023-05;Azure;acct-002;staging;2.625.017;2.046.856;1.142.713;1.816.075;789.74;661307.39;0.0012523809523809523;0.0794095238095238;0.07024999999999999;0;42
2023-05;Azure;acct-003;dev;655.916;504.479;379.153;472.068;3.096.305;186284.5;0.001618181818181818;0.05076363636363635;0.07209545454545455;0;22
2023-05;Azure;acct-003;prod;1.077.873;8.156.282;308.697;7.122.112;30.385.195;4992298.26;0.0006255102040816327;0.05384081632653061;0.04016020408163266;0;98
2023-05;Azure;acct-003;staging;1.590.881;1.191.455;703.838;10.459.870.000.000.000;2.991.567;460024.42;0.00068;0.0027666666666666642;0.04980333333333334;0;30
2023-05;Azure;acct-004;dev;988.244;776.599;569.454;726.612;261.524;234486.49;0.001110344827586207;0.0744;0.13163793103448276;0;29
2023-05;Azure;acct-004;prod;10.098.127;791.98;2.911.796;6.874.304;26.906.501;4699917.59;0.0005793478260869566;0.03579891304347826;0.009951086956521736;0;92
2023-05;Azure;acct-004;staging;2.392.739;1.831.142;1.013.202;1.602.708;4.370.553;563227.26;0.0007888888888888889;0.018738888888888885;0.05865000000000001;0;36
2023-05;Azure;acct-005;dev;785.825;612.479;456.844;551.346;1.557.701;168313.5;0.0009285714285714286;0.08103809523809524;0.0006523809523809519;0;21
2023-05;Azure;acct-005;prod;8.803.613;6.783.776;2.532.441;5.873.551;29.198.591;3897986.91;0.0007272727272727273;0.05966623376623376;0.0554038961038961;0;77
2023-05;Azure;acct-005;staging;2.866.231;2.174.904;12.402.980.000.000.000;1.893.958;822.155;726022.45;0.0011770833333333332;0.05681666666666666;0.0640125;0;48
2023-05;Azure;acct-006;dev;745.672;606.208;447.806;554.183;319.805;209061.19;0.001572;0.045892;-0.006979999999999995;0;25
2023-05;Azure;acct-006;prod;11.898.229.000.000.000;8.990.344;3.147.081;7.755.195;4.324.889;5278540.84;0.0008442307692307692;0.05287692307692308;0.05100288461538462;0;104
2023-05;Azure;acct-006;staging;26.233.639.999.999.900;2.054.107;1.064.182;1.785.182;5.024.968;661786.21;0.0007813953488372093;0.0003023255813953504;0.060637209302325586;0;43
2023-05;Azure;acct-007;dev;113.611;91.403;700.159;836.112;3.973.964;245233.98;0.0015566666666666667;0.05455666666666667;-0.002176666666666668;0;30
2023-05;Azure;acct-007;prod;9.251.448;710.922;2.334.873;6.099.876;29.593.832;3945102.81;0.0007564102564102564;0.024914102564102564;0.08175897435897436;0;78
2023-05;Azure;acct-007;staging;2.393.231;1.825.688;1.002.535;1.592.199;7.456.263;650405.59;0.001130232558139535;0.0474093023255814;0.029253488372093017;0;43
2023-05;Azure;acct-008;dev;527.871;39.722;295.049;361.144;1.380.401;149048.32;0.0009388888888888888;0.06093333333333333;0.0539388888888889;0;18
2023-05;Azure;acct-008;prod;12.737.996;9.918.171;2.984.882;8.412.128;38.983.919;5508060.29;0.0007121495327102804;0.05128317757009346;0.07247009345794392;0;107
2023-05;Azure;acct-008;staging;258.085;1.967.574;1.049.421;1.704.624;9.343.982;637825.05;0.001444186046511628;0.03566744186046512;0.06819767441860465;0;43
2023-05;Azure;acct-009;dev;543.313;419.055;305.903;393.917;1.606.551;134254.17;0.0011875;-0.010693749999999998;0.0869375;0;16
2023-05;Azure;acct-009;prod;1.135.416;8.775.048;343.341;7.616.833;36.187.497;5159762.11;0.000703030303030303;0.04797373737373737;0.020570707070707073;0;99
2023-05;Azure;acct-009;staging;1.979.795;1.598.273;73.134;1.405.391;4.309.982;470353.28;0.0008903225806451613;0.0780258064516129;-0.020029032258064516;0;31
2023-05;Azure;acct-010;dev;824.653;650.852;491.594;60.192;22.194.369.999.999.900;190102.21;0.0011478260869565216;0.0308;8,70E+07;0;23
2023-05;Azure;acct-010;prod;11.806.698;918.591;3.878.794;8.041.544;49.514.515;4996648.05;0.0010402061855670104;0.06483092783505154;0.03865154639175258;0;97
2023-05;Azure;acct-010;staging;2.207.429;16.670.159.999.999.900;89.351;1.454.807;4.530.141;598730.41;0.0007384615384615384;0.06452307692307692;0.09916666666666667;0;39
2023-05;GCP;acct-001;dev;712.204;546.323;424.481;513.517;1.311.297;182933.7;0.0007130434782608695;0.08758695652173913;0.052943478260869564;0;23
2023-05;GCP;acct-001;prod;10.076.439;7.984.298;3.336.169;699.592;37.807.434.000.000.000;4967874.06;0.0007802083333333333;0.04086979166666666;0.03998541666666667;0;96
2023-05;GCP;acct-001;staging;1.710.419;134.673;710.987;1.192.711;4.469.954;475491.66;0.0009483870967741936;0.059106451612903226;0.08792903225806452;0;31
2023-05;GCP;acct-002;dev;838.347;682.906;504.293;602.284;30.717.060.000.000.000;184456.25;0.0016478260869565219;0.12281304347826087;-0.014065217391304343;0;23
2023-05;GCP;acct-002;prod;10.516.938;8.218.432;2.568.788;7.070.326;32.517.429;4734437.32;0.000678494623655914;0.03753978494623656;0.05595483870967742;0;93
2023-05;GCP;acct-002;staging;1.247.766;1.006.828;563.412;853.826;4.893.412;403047.15;0.0012384615384615385;0.0740346153846154;0.018630769230769232;0;26
2023-05;GCP;acct-003;dev;7.026.089.999.999.990;537.806;415.937;498.626;2.642.472;122848.65;0.0023266666666666666;-0.011826666666666662;0.12448;0;15
2023-05;GCP;acct-003;prod;10.645.317;8.175.327;2.854.364;7.008.693;38.087.483;4854970.75;0.0007872340425531915;0.0673563829787234;0.10269255319148936;0;94
2023-05;GCP;acct-003;staging;2.306.849;17.612.199.999.999.900;990.566;15.512.199.999.999.900;9.921.974;667455.15;0.0014795454545454543;0.00869090909090909;0.00927045454545455;0;44
2023-05;GCP;acct-004;dev;841.653;62.73;459.046;56.504.599.999.999.900;1.626.729;230105.9;0.0007142857142857143;0.10747142857142856;0.044139285714285714;0;28
2023-05;GCP;acct-004;prod;9.779.834;7.483.437;3.051.355;6.547.914;44.848.008;4424075.5;0.0010166666666666668;0.04054523809523809;0.06094761904761905;0;84
2023-05;GCP;acct-004;staging;2.328.929;18.066.910.000.000.000;968.351;1.575.402;6.592.138;626604.94;0.0010804878048780487;0.05921463414634146;0.008878048780487806;0;41
2023-05;GCP;acct-005;dev;624.594;501.939;38.097.500.000.000.000;472.861;1.463.042;166272.98;0.0009095238095238095;0.09141428571428571;0.10421428571428573;0;21
2023-05;GCP;acct-005;prod;11.340.994;9.035.591.000.000.000;3.644.227;787.41;36.844.878;5063143.47;0.0007391752577319587;0.027303092783505154;0.03892061855670103;0;97
2023-05;GCP;acct-005;staging;2.189.586;168.653;1.093.868;1.522.703;11.174.724;584198.58;0.0019368421052631578;0.03179736842105264;-0.0038999999999999955;0;38
2023-05;GCP;acct-006;dev;733.742;561.785;412.733;508.364;311.192;171397.24;0.0018142857142857145;0.08584285714285714;0.08751904761904762;0;21
2023-05;GCP;acct-006;prod;9.545.809;7.029.645;2.573.153;6.025.988;27.115.263;4324300.7;0.0006341176470588235;0.0420764705882353;0.027111764705882353;0;85
2023-05;GCP;acct-006;staging;1.740.685;1.311.164;7.556.400.000.000.000;1.184.911;49.729.630.000.000.000;562564.51;0.0008888888888888889;0.0750888888888889;0.024044444444444448;0;36
2023-05;GCP;acct-007;dev;1.078.126;811.108;583.221;728.192;2.240.207;229906.05;0.0009785714285714287;0.070675;-0.01495357142857143;0;28
2023-05;GCP;acct-007;prod;9.945.541;7.734.303;2.796.942;6.648.201;26.214.134;4534959.19;0.0005724137931034483;0.040827586206896554;-0.03604827586206897;0;87
2023-05;GCP;acct-007;staging;1.962.977;1.547.559;94.874;1.361.842;6.829.723;472775.67;0.0014838709677419354;0.0693;0.05593225806451612;0;31
2023-05;GCP;acct-008;dev;540.483;39.217;306.336;37.192;9.101.570.000.000.000;166518.51;0.000545;0.028229999999999998;0.07973;0;20
2023-05;GCP;acct-008;prod;9.461.335;7.259.072;2.602.054;6.264.767;38.649.626;4239301.42;0.0008976190476190476;0.05730595238095238;0.02867380952380953;0;84
2023-05;GCP;acct-008;staging;2.043.579;1.567.834;798.648;1.369.035;5.346.985;590605.58;0.0009256410256410256;0.06864358974358974;0.03842051282051282;0;39
2023-05;GCP;acct-009;dev;590.879;457.808;364.963;42.225.300.000.000.000;1.831.149;144801.4;0.0013222222222222222;0.07995000000000001;0.14289444444444444;0;18
2023-05;GCP;acct-009;prod;11.714.946;9.183.517;3.322.049;7.910.342;36.921.579;5483313.36;0.0006738317757009345;0.04431401869158878;0.0666588785046729;0;107
2023-05;GCP;acct-009;staging;2.722.542;2.019.457;1.067.249;1.737.128;1.118.093;677340.92;0.0016177777777777779;0.033688888888888886;0.05861333333333333;0;45
2023-05;GCP;acct-010;dev;737.722;566.505;439.091;53.412;1.561.787;188410.68;0.000808695652173913;0.03234347826086957;0.015121739130434783;0;23
2023-05;GCP;acct-010;prod;10.814.816;8.237.283;3.074.214;7.106.174;36.167.786;5125091.0;0.0006980392156862745;0.03542941176470588;0.07340686274509804;0;102
2023-05;GCP;acct-010;staging;200.735;1.512.004;776.574;1.347.248;5.385.182;617972.86;0.000865;0.0461175;-0.005287500000000003;0;40
2023-06;AWS;acct-001;dev;1.339.509;1.043.438;787.839;968.856;326.671;272945.91;0.001211764705882353;0.011708823529411763;0.0618764705882353;0;34
2023-06;AWS;acct-001;prod;12.027.832;9.299.442;3.317.248;8.008.827;29.690.737;4362059.6;0.0006811764705882353;0.047596470588235296;0.07435058823529411;0;85
2023-06;AWS;acct-001;staging;3.533.067;2.640.057;1.492.922;2.349.264;8.779.576;719772.29;0.0012;0.06961276595744681;0.12359787234042553;0;47
2023-06;AWS;acct-002;dev;1.436.137;1.117.488;818.335;10.206.060.000.000.000;3.962.627;228868.99;0.0016964285714285714;-0.00011071428571428492;0.012478571428571433;0;28
2023-06;AWS;acct-002;prod;1.079.598;8.159.695;2.608.735;6.954.445;3706.98;3917415.61;0.0009789473684210525;0.08371973684210526;0.09201447368421052;0;76
2023-06;AWS;acct-002;staging;2.601.135;2.037.437;11.389.840.000.000.000;1.817.144;11.129.235;566114.59;0.0018135135135135137;0.023162162162162162;-0.04297027027027027;0;37
2023-06;AWS;acct-003;dev;1.324.031;1.041.876;767.666;964.077;5.568.951.999.999.990;237957.77;0.002193333333333333;0.041286666666666666;0.12697333333333333;0;30
2023-06;AWS;acct-003;prod;14.142.371;10.615.661;4.318.755;9.275.628;46.555.107;4699673.25;0.0010108695652173913;0.03857826086956522;0.032767391304347825;0;92
2023-06;AWS;acct-003;staging;2.185.175;17.196.030.000.000.000;963.039;1.535.965;5.757.035;543048.38;0.0010833333333333333;0.07731388888888889;0.055955555555555564;0;36
2023-06;AWS;acct-004;dev;1.222.973;987.548;735.221;899.412;2.813.182;236803.83;0.0012241379310344827;0.022920689655172414;0.10996551724137932;0;29
2023-06;AWS;acct-004;prod;10.170.587;7.932.363;2.611.221;6.807.526;34.954.852;3838559.46;0.0009162162162162162;0.06397567567567566;0.05796486486486486;0;74
2023-06;AWS;acct-004;staging;2.888.322;2.308.719;1.395.918;2.069.288;9.460.287.000.000.000;572103.92;0.0016894736842105265;0.03473421052631579;0.11747631578947369;0;38
2023-06;AWS;acct-005;dev;406.315;322.004;254.264;295.666;7.885.759.999.999.990;110228.99;0.0007153846153846153;-0.022784615384615386;0.04881538461538462;0;13
2023-06;AWS;acct-005;prod;15.122.037;12.044.154;3.378.406;10.240.433;42.049.156;4833401.6;0.0008926315789473684;0.032785263157894734;0.04171578947368421;0;95
2023-06;AWS;acct-005;staging;256.291;1.991.319;975.065;1.716.044;7.246.718;524147.17;0.0014294117647058824;0.03317058823529412;0.03292352941176471;0;34
2023-06;AWS;acct-006;dev;896.505;704.417;50.308.099.999.999.900;653.887;3.636.524;16.534.138.999.999.900;0.002105;0.11933500000000001;0.076725;0;20
2023-06;AWS;acct-006;prod;13.034.056;10.367.222;3.658.468;8.923.313;48.651.942;5010237.63;0.0009729166666666666;0.05538958333333333;0.021351041666666667;0;96
2023-06;AWS;acct-006;staging;2.453.171;190.943;1.155.726;1.723.063;9.226.666;563019.23;0.0015783783783783784;0.026999999999999996;0.053164864864864866;0;37
2023-06;AWS;acct-007;dev;620.159;487.612;362.774;459.366;10.326.650.000.000.000;128844.0;0.00081875;0.06005625;0.113425;0;16
2023-06;AWS;acct-007;prod;14.697.684;11.428.826;403.3;9.852.617;54.412.827;5052939.83;0.0011161616161616161;0.07034343434343435;0.1047959595959596;0;99
2023-06;AWS;acct-007;staging;2.434.474;1.837.685;1.012.175;1.621.652;6.278.581;553261.48;0.0011805555555555554;0.03855555555555556;0.08653055555555556;0;36
2023-06;AWS;acct-008;dev;963.887;729.442;536.575;65.038;1.884.367;168709.24;0.0010999999999999998;0.020939999999999993;-0.0033450000000000034;0;20
2023-06;AWS;acct-008;prod;11.965.149.999.999.900;940.675;3.843.659;8.183.652.999.999.990;29.272.892;4560985.89;0.0006292134831460674;0.04962022471910112;0.06193258426966293;0;89
2023-06;AWS;acct-008;staging;3.063.625;23.353.209.999.999.900;122.487;2.038.311;8.069.688;700793.88;0.0011456521739130435;0.06295652173913044;0.11610652173913043;0;46
2023-06;AWS;acct-009;dev;1.414.802;107.477;829.657;995.863;5.971.152;243161.09;0.0024172413793103445;0.06947931034482759;0.03568620689655172;0;29
2023-06;AWS;acct-009;prod;13.013.626;9.923.877;3.748.224;8.573.531;40.628.028;4680624.75;0.0008516483516483516;0.054857142857142854;0.021992307692307693;0;91
2023-06;AWS;acct-009;staging;117.877;952.376;481.102;852.748;4.050.241;301588.35;0.0014;0.065125;0.131385;0;20
2023-06;AWS;acct-010;dev;589.847;469.341;363.404;435.917;1.751.042;147809.53;0.0011944444444444444;0.05301666666666667;0.07468333333333334;0;18
2023-06;AWS;acct-010;prod;11.901.397;9.165.577;3.161.275;7.896.298;37.417.044;4413016.35;0.0008643678160919541;0.0683735632183908;0.018642528735632186;0;87
2023-06;AWS;acct-010;staging;3.004.021;2.257.448;121.263;2.004.574;912.429;617216.18;0.0015153846153846153;0.03204102564102564;-0.02646923076923077;0;39
2023-06;Azure;acct-001;dev;9.587.010.000.000.000;704.226;502.766;618.192;2.885.421;142744.46;0.002011111111111111;0.02631666666666667;0.11740555555555557;0;18
2023-06;Azure;acct-001;prod;10.648.205;845.787;3.069.326;7.238.233;45.245.783;4168713.07;0.0011049999999999999;0.0537975;0.03031875;0;80
2023-06;Azure;acct-001;staging;2.694.979;2.011.753;1.114.757;1.777.643;7.406.861;676886.87;0.0010818181818181818;0.08658181818181819;-0.0044159090909090875;0;44
2023-06;Azure;acct-002;dev;1.053.586;830.863;59.964.600.000.000.000;77.188;5.850.881.999.999.990;165460.02;0.00346;0.04592;0.09323000000000001;0;20
2023-06;Azure;acct-002;prod;12.017.926;9.267.041;3.444.823;8.022.347;35.380.148;4782246.19;0.0007373626373626373;0.04550549450549451;0.013653846153846155;0;91
2023-06;Azure;acct-002;staging;2.998.588;2.387.563;1.429.553;2.115.699;9.422.931;723598.77;0.0012808510638297873;0.040914893617021275;0.08762340425531916;0;47
2023-06;Azure;acct-003;dev;812.251;630.006;45.434;590.162;2.289.399;184686.91;0.00125;0.08545909090909092;0.08151363636363637;0;22
2023-06;Azure;acct-003;prod;12.576.267;9.640.956;31.745.640.000.000.000;8.200.346;33.494.426;4728056.91;0.0007153846153846155;0.0349010989010989;0.028615384615384615;0;91
2023-06;Azure;acct-003;staging;2.223.897;16.499.269.999.999.900;96.817;1.498.495;6.911.922;450229.48;0.001603448275862069;0.023813793103448274;0.05825862068965517;0;29
2023-06;Azure;acct-004;dev;908.283;670.735;48.537;622.695;253.004;202106.27;0.001196;0.09109199999999999;0.019624;0;25
2023-06;Azure;acct-004;prod;12.170.903;9.430.676;3.214.184;8.113.828;3.433.553;4875251.22;0.0007115789473684209;0.05316105263157895;-0.0075505263157894745;0;95
2023-06;Azure;acct-004;staging;2.669.684;2.100.614;1.298.399;19.052.439.999.999.900;6.765.853;586912.21;0.0011605263157894736;0.09153947368421052;0.011631578947368425;0;38
2023-06;Azure;acct-005;dev;7.420.570.000.000.000;561.694;429.792;51.534;3.772.677;123085.53;0.0033;0.11389999999999999;0.0008533333333333328;0;15
2023-06;Azure;acct-005;prod;1.114.679;8.862.301;32.873.789.999.999.900;7.632.153;42.088.393;4532356.04;0.0009465909090909091;0.05982954545454545;0.04993636363636364;0;88
2023-06;Azure;acct-005;staging;21.946.200.000.000.000;1.764.642;89.66;1.549.015;6.203.318;547407.18;0.0011277777777777777;0.04354444444444444;0.008986111111111118;0;36
2023-06;Azure;acct-006;dev;821.562;614.464;457.338;563.458;1.773.561;17.516.758.000.000.000;0.0009761904761904761;0.056509523809523815;0.015338095238095241;0;21
2023-06;Azure;acct-006;prod;13.844.088;10.755.121;367.915;9.332.695;37.672.027;4690546.47;0.000812087912087912;0.0685021978021978;0.023517582417582415;0;91
2023-06;Azure;acct-006;staging;2.819.547;20.946.009.999.999.900;10.564.959.999.999.900;181.231;13.809.924.999.999.900;600838.38;0.0023435897435897437;0.057548717948717944;0.07744615384615385;0;39
2023-06;Azure;acct-007;dev;8.396.470.000.000.000;612.828;489.206;559.026;1.808.334;179088.54;0.0010863636363636362;0.1323090909090909;0.13335;0;22
2023-06;Azure;acct-007;prod;11.187.047;8.566.445;2.720.462;7.326.096;36.987.417;4081936.51;0.000895;0.015837499999999997;0.0651075;0;80
2023-06;Azure;acct-007;staging;239.917;183.937;998.695;1.624.346;7.482.466;530442.04;0.0014916666666666665;0.0765;0.09876944444444444;0;36
2023-06;Azure;acct-008;dev;872.848;676.687;514.166;617.898;3.915.329;204610.47;0.001948;0.024131999999999997;0.065892;0;25
2023-06;Azure;acct-008;prod;11.972.655;9.205.894.000.000.000;3.825.848;8.018.747;37.356.063.999.999.900;4310434.05;0.0008488095238095238;0.022846428571428573;0.057171428571428574;0;84
2023-06;Azure;acct-008;staging;179.242;1.360.573;809.186;11.952.199.999.999.900;7.338.722;420060.03;0.001837037037037037;0.07383703703703703;0.0765;0;27
2023-06;Azure;acct-009;dev;1.244.743;984.355;745.518;929.482;35.431.329.999.999.900;272643.97;0.0012848484848484848;0.03126363636363637;0.032760606060606066;0;33
